date,data_block_id,county,is_business,product_type,eic_count,installed_capacity
2022/1/13,136,3,1,1,14,263.9
2022/1/13,136,3,1,3,40,2282.7
2022/1/13,136,4,0,1,13,110.2
2022/1/13,136,4,0,3,46,625.4
2022/1/13,136,4,1,0,5,560.0
2022/1/13,136,4,1,1,8,462.6
2022/1/13,136,4,1,3,34,1280.6
2022/1/13,136,5,0,1,29,339.7
2022/1/13,136,5,0,3,99,1151.9
2022/1/13,136,5,1,1,12,323.7
2022/1/13,136,5,1,3,73,2685.5
2022/1/13,136,6,1,3,6,324.2
2022/1/13,136,7,0,1,52,598.3
2022/1/13,136,7,0,2,5,24.5
2022/1/13,136,7,0,3,157,1938.16
2022/1/13,136,7,1,0,13,1068.6
2022/1/13,136,7,1,1,10,423.6
2022/1/13,136,7,1,3,47,2282.6
2022/1/13,136,8,0,1,12,95.5
2022/1/13,136,8,0,3,63,779.18
2022/1/13,136,8,1,3,20,862.2
2022/1/13,136,9,0,1,32,352.7
2022/1/13,136,9,0,3,95,1133.72
2022/1/13,136,9,1,1,11,296.0
2022/1/13,136,9,1,3,22,591.58
2022/1/13,136,10,0,1,32,359.9
2022/1/13,136,10,0,3,117,1416.6
2022/1/13,136,10,1,1,10,239.5
2022/1/13,136,10,1,3,50,1835.4
2022/1/13,136,11,0,1,64,620.7
2022/1/13,136,11,0,2,8,82.0
2022/1/13,136,11,0,3,270,3191.67
2022/1/13,136,11,1,1,32,1032.2
2022/1/13,136,11,1,2,10,259.5
2022/1/13,136,11,1,3,117,5798.4
2022/1/13,136,12,1,3,10,165.0
2022/1/13,136,13,0,1,13,143.2
2022/1/13,136,13,0,3,44,610.4
2022/1/13,136,13,1,1,6,235.0
2022/1/13,136,13,1,3,26,976.4
2022/1/13,136,14,0,1,24,323.5
2022/1/13,136,14,0,3,122,1549.56
2022/1/13,136,14,1,1,17,455.1
2022/1/13,136,14,1,3,73,3568.3
2022/1/13,136,15,0,1,22,168.7
2022/1/13,136,15,0,3,72,967.2
2022/1/13,136,15,1,0,12,470.0
2022/1/13,136,15,1,1,9,334.0
2022/1/13,136,15,1,3,42,1533.7
2022/1/14,137,0,0,1,180,1620.57
2022/1/14,137,0,0,2,22,154.7
2022/1/14,137,0,0,3,741,7590.04
2022/1/14,137,0,1,0,7,436.0
2022/1/14,137,0,1,1,54,1493.3
2022/1/14,137,0,1,2,20,97.0
2022/1/14,137,0,1,3,292,12516.19
2022/1/14,137,1,0,1,8,86.5
2022/1/14,137,1,0,3,48,507.6
2022/1/14,137,1,1,3,14,315.5
2022/1/14,137,2,0,1,10,119.0
2022/1/14,137,2,0,3,36,418.45
2022/1/14,137,2,1,1,5,95.0
2022/1/14,137,2,1,3,25,588.0
2022/1/14,137,3,0,1,21,220.1
2022/1/14,137,3,0,3,52,745.83
2022/1/14,137,3,1,1,14,263.9
2022/1/14,137,3,1,3,40,2282.7
2022/1/14,137,4,0,1,13,110.2
2022/1/14,137,4,0,3,46,625.4
2022/1/14,137,4,1,0,5,560.0
2022/1/14,137,4,1,1,8,462.6
2022/1/14,137,4,1,3,34,1280.6
2022/1/14,137,5,0,1,29,339.7
2022/1/14,137,5,0,3,99,1151.9
2022/1/14,137,5,1,1,12,323.7
2022/1/14,137,5,1,3,73,2685.5
2022/1/14,137,6,1,3,6,324.2
2022/1/14,137,7,0,1,52,598.3
2022/1/14,137,7,0,2,5,24.5
2022/1/14,137,7,0,3,157,1938.16
2022/1/14,137,7,1,0,13,1068.6
2022/1/14,137,7,1,1,10,423.6
2022/1/14,137,7,1,3,47,2282.6
2022/1/14,137,8,0,1,12,95.5
2022/1/14,137,8,0,3,63,779.18
2022/1/14,137,8,1,3,20,862.2
2022/1/14,137,9,0,1,32,352.7
2022/1/14,137,9,0,3,95,1133.72
2022/1/14,137,9,1,1,11,296.0
2022/1/14,137,9,1,3,22,591.58
2022/1/14,137,10,0,1,32,359.9
2022/1/14,137,10,0,3,117,1416.6
2022/1/14,137,10,1,1,10,239.5
2022/1/14,137,10,1,3,50,1835.4
2022/1/14,137,11,0,1,64,620.7
2022/1/14,137,11,0,2,8,82.0
2022/1/14,137,11,0,3,270,3191.67
2022/1/14,137,11,1,1,32,1032.2
2022/1/14,137,11,1,2,10,259.5
2022/1/14,137,11,1,3,117,5798.4
2022/1/14,137,12,1,3,10,165.0
2022/1/14,137,13,0,1,13,143.2
2022/1/14,137,13,0,3,44,610.4
2022/1/14,137,13,1,1,6,235.0
2022/1/14,137,13,1,3,26,976.4
2022/1/14,137,14,0,1,24,323.5
2022/1/14,137,14,0,3,122,1549.56
2022/1/14,137,14,1,1,17,455.1
2022/1/14,137,14,1,3,73,3568.3
2022/1/14,137,15,0,1,22,168.7
2022/1/14,137,15,0,3,72,967.2
2022/1/14,137,15,1,0,12,470.0
2022/1/14,137,15,1,1,9,334.0
2022/1/14,137,15,1,3,42,1533.7
2022/1/15,138,0,0,1,180,1620.57
2022/1/15,138,0,0,2,22,154.7
2022/1/15,138,0,0,3,741,7590.04
2022/1/15,138,0,1,0,7,436.0
2022/1/15,138,0,1,1,54,1493.3
2022/1/15,138,0,1,2,20,97.0
2022/1/15,138,0,1,3,292,12516.19
2022/1/15,138,1,0,1,8,86.5
2022/1/15,138,1,0,3,48,507.6
2022/1/15,138,1,1,3,14,315.5
2022/1/15,138,2,0,1,10,119.0
2022/1/15,138,2,0,3,36,418.45
2022/1/15,138,2,1,1,5,95.0
2022/1/15,138,2,1,3,25,588.0
2022/1/15,138,3,0,1,21,220.1
2022/1/15,138,3,0,3,52,745.83
2022/1/15,138,3,1,1,14,263.9
2022/1/15,138,3,1,3,40,2282.7
2022/1/15,138,4,0,1,13,110.2
2022/1/15,138,4,0,3,46,625.4
2022/1/15,138,4,1,0,5,560.0
2022/1/15,138,4,1,1,8,462.6
2022/1/15,138,4,1,3,34,1280.6
2022/1/15,138,5,0,1,29,339.7
2022/1/15,138,5,0,3,99,1151.9
2022/1/15,138,5,1,1,12,323.7
2022/1/15,138,5,1,3,73,2685.5
2022/1/15,138,6,1,3,6,324.2
2022/1/15,138,7,0,1,52,598.3
2022/1/15,138,7,0,2,5,24.5
2022/1/15,138,7,0,3,157,1938.16
2022/1/15,138,7,1,0,13,1068.6
2022/1/15,138,7,1,1,10,423.6
2022/1/15,138,7,1,3,47,2282.6
2022/1/15,138,8,0,1,12,95.5
2022/1/15,138,8,0,3,63,779.18
2022/1/15,138,8,1,3,20,862.2
2022/1/15,138,9,0,1,32,352.7
2022/1/15,138,9,0,3,95,1133.72
2022/1/15,138,9,1,1,11,296.0
2022/1/15,138,9,1,3,22,591.58
2022/1/15,138,10,0,1,32,359.9
2022/1/15,138,10,0,3,117,1416.6
2022/1/15,138,10,1,1,10,239.5
2022/1/15,138,10,1,3,50,1835.4
2022/1/15,138,11,0,1,64,620.7
2022/1/15,138,11,0,2,8,82.0
2022/1/15,138,11,0,3,270,3191.67
2022/1/15,138,11,1,1,32,1032.2
2022/1/15,138,11,1,2,10,259.5
2022/1/15,138,11,1,3,117,5798.4
2022/1/15,138,12,1,3,10,165.0
2022/1/15,138,13,0,1,13,143.2
2022/1/15,138,13,0,3,44,610.4
2022/1/15,138,13,1,1,6,235.0
2022/1/15,138,13,1,3,26,976.4
2022/1/15,138,14,0,1,24,323.5
2022/1/15,138,14,0,3,122,1549.56
2022/1/15,138,14,1,1,17,455.1
2022/1/15,138,14,1,3,73,3568.3
2022/1/15,138,15,0,1,22,168.7
2022/1/15,138,15,0,3,72,967.2
2022/1/15,138,15,1,0,12,470.0
2022/1/15,138,15,1,1,9,334.0
2022/1/15,138,15,1,3,42,1533.7
2022/1/16,139,0,0,1,180,1620.57
2022/1/16,139,0,0,2,22,154.7
2022/1/16,139,0,0,3,741,7590.04
2022/1/16,139,0,1,0,7,436.0
2022/1/16,139,0,1,1,54,1493.3
2022/1/16,139,0,1,2,20,97.0
2022/1/16,139,0,1,3,292,12516.19
2022/1/16,139,1,0,1,8,86.5
2022/1/16,139,1,0,3,48,507.6
2022/1/16,139,1,1,3,14,315.5
2022/1/16,139,2,0,1,10,119.0
2022/1/16,139,2,0,3,36,418.45
2022/1/16,139,2,1,1,5,95.0
2022/1/16,139,2,1,3,25,588.0
2022/1/16,139,3,0,1,21,220.1
2022/1/16,139,3,0,3,52,745.83
2022/1/16,139,3,1,1,14,263.9
2022/1/16,139,3,1,3,40,2282.7
2022/1/16,139,4,0,1,13,110.2
2022/1/16,139,4,0,3,46,625.4
2022/1/16,139,4,1,0,5,560.0
2022/1/16,139,4,1,1,8,462.6
2022/1/16,139,4,1,3,34,1280.6
2022/1/16,139,5,0,1,29,339.7
2022/1/16,139,5,0,3,99,1151.9
2022/1/16,139,5,1,1,12,323.7
2022/1/16,139,5,1,3,73,2685.5
2022/1/16,139,6,1,3,6,324.2
2022/1/16,139,7,0,1,52,598.3
2022/1/16,139,7,0,2,5,24.5
2022/1/16,139,7,0,3,157,1938.16
2022/1/16,139,7,1,0,13,1068.6
2022/1/16,139,7,1,1,10,423.6
2022/1/16,139,7,1,3,47,2282.6
2022/1/16,139,8,0,1,12,95.5
2022/1/16,139,8,0,3,63,779.18
2022/1/16,139,8,1,3,20,862.2
2022/1/16,139,9,0,1,32,352.7
2022/1/16,139,9,0,3,95,1133.72
2022/1/16,139,9,1,1,11,296.0
2022/1/16,139,9,1,3,22,591.58
2022/1/16,139,10,0,1,32,359.9
2022/1/16,139,10,0,3,117,1416.6
2022/1/16,139,10,1,1,10,239.5
2022/1/16,139,10,1,3,50,1835.4
2022/1/16,139,11,0,1,64,620.7
2022/1/16,139,11,0,2,8,82.0
2022/1/16,139,11,0,3,270,3191.67
2022/1/16,139,11,1,1,32,1032.2
2022/1/16,139,11,1,2,10,259.5
2022/1/16,139,11,1,3,117,5798.4
2022/1/16,139,12,1,3,10,165.0
2022/1/16,139,13,0,1,13,143.2
2022/1/16,139,13,0,3,44,610.4
2022/1/16,139,13,1,1,6,235.0
2022/1/16,139,13,1,3,26,976.4
2022/1/16,139,14,0,1,24,323.5
2022/1/16,139,14,0,3,122,1549.56
2022/1/16,139,14,1,1,17,455.1
2022/1/16,139,14,1,3,73,3568.3
2022/1/16,139,15,0,1,22,168.7
2022/1/16,139,15,0,3,72,967.2
2022/1/16,139,15,1,0,12,470.0
2022/1/16,139,15,1,1,9,334.0
2022/1/16,139,15,1,3,42,1533.7
2022/1/17,140,0,0,1,180,1620.57
2022/1/17,140,0,0,2,22,154.7
2022/1/17,140,0,0,3,741,7590.04
2022/1/17,140,0,1,0,7,436.0
2022/1/17,140,0,1,1,54,1493.3
2022/1/17,140,0,1,2,20,97.0
2022/1/17,140,0,1,3,292,12516.19
2022/1/17,140,1,0,1,8,86.5
2022/1/17,140,1,0,3,48,507.6
2022/1/17,140,1,1,3,14,315.5
2022/1/17,140,2,0,1,10,119.0
2022/1/17,140,2,0,3,36,418.45
2022/1/17,140,2,1,1,5,95.0
2022/1/17,140,2,1,3,25,588.0
2022/1/17,140,3,0,1,21,220.1
2022/1/17,140,3,0,3,52,745.83
2022/1/17,140,3,1,1,14,263.9
2022/1/17,140,3,1,3,40,2282.7
2022/1/17,140,4,0,1,13,110.2
2022/1/17,140,4,0,3,46,625.4
2022/1/17,140,4,1,0,5,560.0
2022/1/17,140,4,1,1,8,462.6
2022/1/17,140,4,1,3,34,1280.6
2022/1/17,140,5,0,1,29,339.7
2022/1/17,140,5,0,3,99,1151.9
2022/1/17,140,5,1,1,12,323.7
2022/1/17,140,5,1,3,73,2685.5
2022/1/17,140,6,1,3,6,324.2
2022/1/17,140,7,0,1,52,598.3
2022/1/17,140,7,0,2,5,24.5
2022/1/17,140,7,0,3,157,1938.16
2022/1/17,140,7,1,0,13,1068.6
2022/1/17,140,7,1,1,10,423.6
2022/1/17,140,7,1,3,47,2282.6
2022/1/17,140,8,0,1,12,95.5
2022/1/17,140,8,0,3,63,779.18
2022/1/17,140,8,1,3,20,862.2
2022/1/17,140,9,0,1,32,352.7
2022/1/17,140,9,0,3,95,1133.72
2022/1/17,140,9,1,1,11,296.0
2022/1/17,140,9,1,3,22,591.58
2022/1/17,140,10,0,1,32,359.9
2022/1/17,140,10,0,3,117,1416.6
2022/1/17,140,10,1,1,10,239.5
2022/1/17,140,10,1,3,50,1835.4
2022/1/17,140,11,0,1,64,620.7
2022/1/17,140,11,0,2,8,82.0
2022/1/17,140,11,0,3,270,3191.67
2022/1/17,140,11,1,1,32,1032.2
2022/1/17,140,11,1,2,10,259.5
2022/1/17,140,11,1,3,117,5798.4
2022/1/17,140,12,1,3,10,165.0
2022/1/17,140,13,0,1,13,143.2
2022/1/17,140,13,0,3,44,610.4
2022/1/17,140,13,1,1,6,235.0
2022/1/17,140,13,1,3,26,976.4
2022/1/17,140,14,0,1,24,323.5
2022/1/17,140,14,0,3,122,1549.56
2022/1/17,140,14,1,1,17,455.1
2022/1/17,140,14,1,3,73,3568.3
2022/1/17,140,15,0,1,22,168.7
2022/1/17,140,15,0,3,72,967.2
2022/1/17,140,15,1,0,12,470.0
2022/1/17,140,15,1,1,9,334.0
2022/1/17,140,15,1,3,42,1533.7
2022/1/18,141,0,0,1,180,1620.57
2022/1/18,141,0,0,2,22,154.7
2022/1/18,141,0,0,3,741,7590.04
2022/1/18,141,0,1,0,7,436.0
2022/1/18,141,0,1,1,54,1493.3
2022/1/18,141,0,1,2,20,97.0
2022/1/18,141,0,1,3,292,12516.19
2022/1/18,141,1,0,1,8,86.5
2022/1/18,141,1,0,3,48,507.6
2022/1/18,141,1,1,3,14,315.5
2022/1/18,141,2,0,1,10,119.0
2022/1/18,141,2,0,3,36,418.45
2022/1/18,141,2,1,1,5,95.0
2022/1/18,141,2,1,3,25,588.0
2022/1/18,141,3,0,1,21,220.1
2022/1/18,141,3,0,3,52,745.83
2022/1/18,141,3,1,1,14,263.9
2022/1/18,141,3,1,3,40,2282.7
2022/1/18,141,4,0,1,13,110.2
2022/1/18,141,4,0,3,46,625.4
2022/1/18,141,4,1,0,5,560.0
2022/1/18,141,4,1,1,8,462.6
2022/1/18,141,4,1,3,34,1280.6
2022/1/18,141,5,0,1,29,339.7
2022/1/18,141,5,0,3,99,1151.9
2022/1/18,141,5,1,1,12,323.7
2022/1/18,141,5,1,3,73,2685.5
2022/1/18,141,6,1,3,6,324.2
2022/1/18,141,7,0,1,52,598.3
2022/1/18,141,7,0,2,5,24.5
2022/1/18,141,7,0,3,157,1938.16
2022/1/18,141,7,1,0,13,1068.6
2022/1/18,141,7,1,1,10,423.6
2022/1/18,141,7,1,3,47,2282.6
2022/1/18,141,8,0,1,12,95.5
2022/1/18,141,8,0,3,63,779.18
2022/1/18,141,8,1,3,20,862.2
2022/1/18,141,9,0,1,32,352.7
2022/1/18,141,9,0,3,95,1133.72
2022/1/18,141,9,1,1,11,296.0
2022/1/18,141,9,1,3,22,591.58
2022/1/18,141,10,0,1,32,359.9
2022/1/18,141,10,0,3,117,1416.6
2022/1/18,141,10,1,1,10,239.5
2022/1/18,141,10,1,3,50,1835.4
2022/1/18,141,11,0,1,64,620.7
2022/1/18,141,11,0,2,8,82.0
2022/1/18,141,11,0,3,270,3191.67
2022/1/18,141,11,1,1,32,1032.2
2022/1/18,141,11,1,2,10,259.5
2022/1/18,141,11,1,3,117,5798.4
2022/1/18,141,12,1,3,10,165.0
2022/1/18,141,13,0,1,13,143.2
2022/1/18,141,13,0,3,44,610.4
2022/1/18,141,13,1,1,6,235.0
2022/1/18,141,13,1,3,26,976.4
2022/1/18,141,14,0,1,24,323.5
2022/1/18,141,14,0,3,122,1549.56
2022/1/18,141,14,1,1,17,455.1
2022/1/18,141,14,1,3,73,3568.3
2022/1/18,141,15,0,1,22,168.7
2022/1/18,141,15,0,3,72,967.2
2022/1/18,141,15,1,0,12,470.0
2022/1/18,141,15,1,1,9,334.0
2022/1/18,141,15,1,3,42,1533.7
2022/1/19,142,0,0,1,180,1620.57
2022/1/19,142,0,0,2,22,154.7
2022/1/19,142,0,0,3,741,7590.04
2022/1/19,142,0,1,0,7,436.0
2022/1/19,142,0,1,1,54,1493.3
2022/1/19,142,0,1,2,20,97.0
2022/1/19,142,0,1,3,292,12516.19
2022/1/19,142,1,0,1,8,86.5
2022/1/19,142,1,0,3,48,507.6
2022/1/19,142,1,1,3,14,315.5
2022/1/19,142,2,0,1,10,119.0
2022/1/19,142,2,0,3,36,418.45
2022/1/19,142,2,1,1,5,95.0
2022/1/19,142,2,1,3,25,588.0
2022/1/19,142,3,0,1,21,220.1
2022/1/19,142,3,0,3,52,745.83
2022/1/19,142,3,1,1,14,263.9
2022/1/19,142,3,1,3,40,2282.7
2022/1/19,142,4,0,1,13,110.2
2022/1/19,142,4,0,3,46,625.4
2022/1/19,142,4,1,0,5,560.0
2022/1/19,142,4,1,1,8,462.6
2022/1/19,142,4,1,3,34,1280.6
2022/1/19,142,5,0,1,29,339.7
2022/1/19,142,5,0,3,99,1151.9
2022/1/19,142,5,1,1,12,323.7
2022/1/19,142,5,1,3,73,2685.5
2022/1/19,142,6,1,3,6,324.2
2022/1/19,142,7,0,1,52,598.3
2022/1/19,142,7,0,2,5,24.5
2022/1/19,142,7,0,3,157,1938.16
2022/1/19,142,7,1,0,13,1068.6
2022/1/19,142,7,1,1,10,423.6
2022/1/19,142,7,1,3,47,2282.6
2022/1/19,142,8,0,1,12,95.5
2022/1/19,142,8,0,3,63,779.18
2022/1/19,142,8,1,3,20,862.2
2022/1/19,142,9,0,1,32,352.7
2022/1/19,142,9,0,3,95,1133.72
2022/1/19,142,9,1,1,11,296.0
2022/1/19,142,9,1,3,22,591.58
2022/1/19,142,10,0,1,32,359.9
2022/1/19,142,10,0,3,117,1416.6
2022/1/19,142,10,1,1,10,239.5
2022/1/19,142,10,1,3,50,1835.4
2022/1/19,142,11,0,1,64,620.7
2022/1/19,142,11,0,2,8,82.0
2022/1/19,142,11,0,3,270,3191.67
2022/1/19,142,11,1,1,32,1032.2
2022/1/19,142,11,1,2,10,259.5
2022/1/19,142,11,1,3,117,5798.4
2022/1/19,142,12,1,3,10,165.0
2022/1/19,142,13,0,1,13,143.2
2022/1/19,142,13,0,3,44,610.4
2022/1/19,142,13,1,1,6,235.0
2022/1/19,142,13,1,3,26,976.4
2022/1/19,142,14,0,1,24,323.5
2022/1/19,142,14,0,3,122,1549.56
2022/1/19,142,14,1,1,17,455.1
2022/1/19,142,14,1,3,73,3568.3
2022/1/19,142,15,0,1,22,168.7
2022/1/19,142,15,0,3,72,967.2
2022/1/19,142,15,1,0,12,470.0
2022/1/19,142,15,1,1,9,334.0
2022/1/19,142,15,1,3,42,1533.7
2022/1/20,143,0,0,1,180,1620.57
2022/1/20,143,0,0,2,22,154.7
2022/1/20,143,0,0,3,741,7590.04
2022/1/20,143,0,1,0,7,436.0
2022/1/20,143,0,1,1,54,1493.3
2022/1/20,143,0,1,2,20,97.0
2022/1/20,143,0,1,3,292,12516.19
2022/1/20,143,1,0,1,8,86.5
2022/1/20,143,1,0,3,48,507.6
2022/1/20,143,1,1,3,14,315.5
2022/1/20,143,2,0,1,10,119.0
2022/1/20,143,2,0,3,36,418.45
2022/1/20,143,2,1,1,5,95.0
2022/1/20,143,2,1,3,25,588.0
2022/1/20,143,3,0,1,21,220.1
2022/1/20,143,3,0,3,52,745.83
2022/1/20,143,3,1,1,14,263.9
2022/1/20,143,3,1,3,40,2282.7
2022/1/20,143,4,0,1,13,110.2
2022/1/20,143,4,0,3,46,625.4
2022/1/20,143,4,1,0,5,560.0
2022/1/20,143,4,1,1,8,462.6
2022/1/20,143,4,1,3,34,1280.6
2022/1/20,143,5,0,1,29,339.7
2022/1/20,143,5,0,3,99,1151.9
2022/1/20,143,5,1,1,12,323.7
2022/1/20,143,5,1,3,73,2685.5
2022/1/20,143,6,1,3,6,324.2
2022/1/20,143,7,0,1,52,598.3
2022/1/20,143,7,0,2,5,24.5
2022/1/20,143,7,0,3,157,1938.16
2022/1/20,143,7,1,0,13,1068.6
2022/1/20,143,7,1,1,10,423.6
2022/1/20,143,7,1,3,47,2282.6
2022/1/20,143,8,0,1,12,95.5
2022/1/20,143,8,0,3,63,779.18
2022/1/20,143,8,1,3,20,862.2
2022/1/20,143,9,0,1,32,352.7
2022/1/20,143,9,0,3,95,1133.72
2022/1/20,143,9,1,1,11,296.0
2022/1/20,143,9,1,3,22,591.58
2022/1/20,143,10,0,1,32,359.9
2022/1/20,143,10,0,3,117,1416.6
2022/1/20,143,10,1,1,10,239.5
2022/1/20,143,10,1,3,50,1835.4
2022/1/20,143,11,0,1,64,620.7
2022/1/20,143,11,0,2,8,82.0
2022/1/20,143,11,0,3,270,3191.67
2022/1/20,143,11,1,1,32,1032.2
2022/1/20,143,11,1,2,10,259.5
2022/1/20,143,11,1,3,117,5798.4
2022/1/20,143,12,1,3,10,165.0
2022/1/20,143,13,0,1,13,143.2
2022/1/20,143,13,0,3,44,610.4
2022/1/20,143,13,1,1,6,235.0
2022/1/20,143,13,1,3,26,976.4
2022/1/20,143,14,0,1,24,323.5
2022/1/20,143,14,0,3,122,1549.56
2022/1/20,143,14,1,1,17,455.1
2022/1/20,143,14,1,3,73,3568.3
2022/1/20,143,15,0,1,22,168.7
2022/1/20,143,15,0,3,72,967.2
2022/1/20,143,15,1,0,12,470.0
2022/1/20,143,15,1,1,9,334.0
2022/1/20,143,15,1,3,42,1533.7
2022/1/21,144,0,0,1,180,1620.57
2022/1/21,144,0,0,2,22,154.7
2022/1/21,144,0,0,3,741,7590.04
2022/1/21,144,0,1,0,7,436.0
2022/1/21,144,0,1,1,54,1493.3
2022/1/21,144,0,1,2,20,97.0
2022/1/21,144,0,1,3,292,12516.19
2022/1/21,144,1,0,1,8,86.5
2022/1/21,144,1,0,3,48,507.6
2022/1/21,144,1,1,3,14,315.5
2022/1/21,144,2,0,1,10,119.0
2022/1/21,144,2,0,3,36,418.45
2022/1/21,144,2,1,1,5,95.0
2022/1/21,144,2,1,3,25,588.0
2022/1/21,144,3,0,1,21,220.1
2022/1/21,144,3,0,3,52,745.83
2022/1/21,144,3,1,1,14,263.9
2022/1/21,144,3,1,3,40,2282.7
2022/1/21,144,4,0,1,13,110.2
2022/1/21,144,4,0,3,46,625.4
2022/1/21,144,4,1,0,5,560.0
2022/1/21,144,4,1,1,8,462.6
2022/1/21,144,4,1,3,34,1280.6
2022/1/21,144,5,0,1,29,339.7
2022/1/21,144,5,0,3,99,1151.9
2022/1/21,144,5,1,1,12,323.7
2022/1/21,144,5,1,3,73,2685.5
2022/1/21,144,6,1,3,6,324.2
2022/1/21,144,7,0,1,52,598.3
2022/1/21,144,7,0,2,5,24.5
2022/1/21,144,7,0,3,157,1938.16
2022/1/21,144,7,1,0,13,1068.6
2022/1/21,144,7,1,1,10,423.6
2022/1/21,144,7,1,3,47,2282.6
2022/1/21,144,8,0,1,12,95.5
2022/1/21,144,8,0,3,63,779.18
2022/1/21,144,8,1,3,20,862.2
2022/1/21,144,9,0,1,32,352.7
2022/1/21,144,9,0,3,95,1133.72
2022/1/21,144,9,1,1,11,296.0
2022/1/21,144,9,1,3,22,591.58
2022/1/21,144,10,0,1,32,359.9
2022/1/21,144,10,0,3,117,1416.6
2022/1/21,144,10,1,1,10,239.5
2022/1/21,144,10,1,3,50,1835.4
2022/1/21,144,11,0,1,64,620.7
2022/1/21,144,11,0,2,8,82.0
2022/1/21,144,11,0,3,270,3191.67
2022/1/21,144,11,1,1,32,1032.2
2022/1/21,144,11,1,2,10,259.5
2022/1/21,144,11,1,3,117,5798.4
2022/1/21,144,12,1,3,10,165.0
2022/1/21,144,13,0,1,13,143.2
2022/1/21,144,13,0,3,44,610.4
2022/1/21,144,13,1,1,6,235.0
2022/1/21,144,13,1,3,26,976.4
2022/1/21,144,14,0,1,24,323.5
2022/1/21,144,14,0,3,122,1549.56
2022/1/21,144,14,1,1,17,455.1
2022/1/21,144,14,1,3,73,3568.3
2022/1/21,144,15,0,1,22,168.7
2022/1/21,144,15,0,3,72,967.2
2022/1/21,144,15,1,0,12,470.0
2022/1/21,144,15,1,1,9,334.0
2022/1/21,144,15,1,3,42,1533.7
2022/1/22,145,0,0,1,180,1620.57
2022/1/22,145,0,0,2,22,154.7
2022/1/22,145,0,0,3,741,7590.04
2022/1/22,145,0,1,0,7,436.0
2022/1/22,145,0,1,1,54,1493.3
2022/1/22,145,0,1,2,20,97.0
2022/1/22,145,0,1,3,292,12516.19
2022/1/22,145,1,0,1,8,86.5
2022/1/22,145,1,0,3,48,507.6
2022/1/22,145,1,1,3,14,315.5
2022/1/22,145,2,0,1,10,119.0
2022/1/22,145,2,0,3,36,418.45
2022/1/22,145,2,1,1,5,95.0
2022/1/22,145,2,1,3,25,588.0
2022/1/22,145,3,0,1,21,220.1
2022/1/22,145,3,0,3,52,745.83
2022/1/22,145,3,1,1,14,263.9
2022/1/22,145,3,1,3,40,2282.7
2022/1/22,145,4,0,1,13,110.2
2022/1/22,145,4,0,3,46,625.4
2022/1/22,145,4,1,0,5,560.0
2022/1/22,145,4,1,1,8,462.6
2022/1/22,145,4,1,3,34,1280.6
2022/1/22,145,5,0,1,29,339.7
2022/1/22,145,5,0,3,99,1151.9
2022/1/22,145,5,1,1,12,323.7
2022/1/22,145,5,1,3,73,2685.5
2022/1/22,145,6,1,3,6,324.2
2022/1/22,145,7,0,1,52,598.3
2022/1/22,145,7,0,2,5,24.5
2022/1/22,145,7,0,3,157,1938.16
2022/1/22,145,7,1,0,13,1068.6
2022/1/22,145,7,1,1,10,423.6
2022/1/22,145,7,1,3,47,2282.6
2022/1/22,145,8,0,1,12,95.5
2022/1/22,145,8,0,3,63,779.18
2022/1/22,145,8,1,3,20,862.2
2022/1/22,145,9,0,1,32,352.7
2022/1/22,145,9,0,3,95,1133.72
2022/1/22,145,9,1,1,11,296.0
2022/1/22,145,9,1,3,22,591.58
2022/1/22,145,10,0,1,32,359.9
2022/1/22,145,10,0,3,117,1416.6
2022/1/22,145,10,1,1,10,239.5
2022/1/22,145,10,1,3,50,1835.4
2022/1/22,145,11,0,1,64,620.7
2022/1/22,145,11,0,2,8,82.0
2022/1/22,145,11,0,3,270,3191.67
2022/1/22,145,11,1,1,32,1032.2
2022/1/22,145,11,1,2,10,259.5
2022/1/22,145,11,1,3,117,5798.4
2022/1/22,145,12,1,3,10,165.0
2022/1/22,145,13,0,1,13,143.2
2022/1/22,145,13,0,3,44,610.4
2022/1/22,145,13,1,1,6,235.0
2022/1/22,145,13,1,3,26,976.4
2022/1/22,145,14,0,1,24,323.5
2022/1/22,145,14,0,3,122,1549.56
2022/1/22,145,14,1,1,17,455.1
2022/1/22,145,14,1,3,73,3568.3
2022/1/22,145,15,0,1,22,168.7
2022/1/22,145,15,0,3,72,967.2
2022/1/22,145,15,1,0,12,470.0
2022/1/22,145,15,1,1,9,334.0
2022/1/22,145,15,1,3,42,1533.7
2022/1/23,146,0,0,1,180,1620.57
2022/1/23,146,0,0,2,22,154.7
2022/1/23,146,0,0,3,741,7590.04
2022/1/23,146,0,1,0,7,436.0
2022/1/23,146,0,1,1,54,1493.3
2022/1/23,146,0,1,2,20,97.0
2022/1/23,146,0,1,3,292,12516.19
2022/1/23,146,1,0,1,8,86.5
2022/1/23,146,1,0,3,48,507.6
2022/1/23,146,1,1,3,14,315.5
2022/1/23,146,2,0,1,10,119.0
2022/1/23,146,2,0,3,36,418.45
2022/1/23,146,2,1,1,5,95.0
2022/1/23,146,2,1,3,25,588.0
2022/1/23,146,3,0,1,21,220.1
2022/1/23,146,3,0,3,52,745.83
2022/1/23,146,3,1,1,14,263.9
2022/1/23,146,3,1,3,40,2282.7
2022/1/23,146,4,0,1,13,110.2
2022/1/23,146,4,0,3,46,625.4
2022/1/23,146,4,1,0,5,560.0
